12075256:"NIDO 1+                                                 (12x500g)":"500g":55.4:664.85:664.85:39890.88:12:12:720:60:60:6:"DAIRY":"Growing Up Milks":583.2:48.6
12162565:"NIDO RTD PREBIO 3 Van                   4(6x250ml)":"250g":7.35:44.12:176.47:18529.56:6:24:2520:105:420:6:"DAIRY":"Growing Up Milks":154.8:6.45
12186555:"NIDO RTD PREBIO 3 Bna                   4(6x250ml)":"250g":7.35:44.12:176.47:18529.56:6:24:2520:105:420:6:"DAIRY":"Growing Up Milks":154.8:6.45
8303701:"MILO                                                      4(6x125g)":"125g":14.14:84.82:339.26:32569.34:6:24:2304:96:384:3:"DAIRY":"Cocoa Malt Beverage":297.6:12.4
8303714:"MILO                                                      2(6x250g)":"250g":22.29:133.72:267.44:37442.16:6:12:1680:140:280:3:"DAIRY":"Cocoa Malt Beverage":234.6:19.55
8303732:"MILO Can                                               (12x500g)":"500g":35.74:428.87:428.87:24016.61:12:12:672:56:56:6:"DAIRY":"Cocoa Malt Beverage":376.2:31.35
12143607:"MILO Actigen E                                       6(12x40g)":"480g":36.25:217.51:217.51:13703.26:6:6:378:63:63:2.88:"DAIRY":"Cocoa Malt Beverage":190.8:31.8
8303718:"MILO                                                         (12x1kg)":"1kg":82.48:989.75:989.75:29692.44:12:12:360:30:30:12:"DAIRY":"Cocoa Malt Beverage":868.2:72.35
12127692:"MILO RTD Actigen                                4(6x250ml)":"250ml":5.64:33.86:135.43:14220.36:6:24:2520:105:420:6:"DAIRY":"Cocoa Malt Beverage":118.8:4.95
12152565:"Hot Chocolate                                         4(6x125g)":"125g":13.28:79.69:318.74:30599.42:6:24:2304:96:384:3:"DAIRY":"Cocoa Malt Beverage":279.6:11.65
8303789:"Hot Chocolate                                         2(6x250g)":"250g":23.03:138.17:276.34:38687.04:6:12:1680:140:280:3:"DAIRY":"Cocoa Malt Beverage":242.4:20.2
8303790:"Hot Chocolate                                         2(6x500g)":"500g":41.21:247.27:494.53:41540.69:6:12:1008:84:168:6:"DAIRY":"Cocoa Malt Beverage":433.8:36.15
8303793:"Hot Chocolate                                           (12x1kg)":"1kg":73.53:882.36:882.36:35294.4:12:12:480:40:40:12:"DAIRY":"Cocoa Malt Beverage":774:64.5
8303752:"NESQUIK Chocolate                              2(6x250g)":"250g":17.56:105.34:210.67:29494.08:6:12:1680:140:280:3:"DAIRY":"Cocoa Malt Beverage":184.8:15.4
8303753:"NESQUIK Chocolate                              2(6x500g)":"500g":27.47:164.84:329.69:27693.79:6:12:1008:84:168:6:"DAIRY":"Cocoa Malt Beverage":289.2:24.1
8303760:"NESQUIK Strawberry                            2(6x250g)":"250g":17.56:105.34:210.67:29494.08:6:12:1680:140:280:3:"DAIRY":"Cocoa Malt Beverage":184.8:15.4
8303761:"NESQUIK Strawberry                            2(6x500g)":"500g":27.47:164.84:329.69:27693.79:6:12:1008:84:168:6:"DAIRY":"Cocoa Malt Beverage":289.2:24.1
12167381:"NESQUIK Chocolate                             4(6x250ml)":250:5.64:33.86:135.43:14220.36:6:24:2520:105:420:6:"DAIRY":"Cocoa Malt Beverage":118.8:4.95
12167380:"NESQUIK Vanilla                                  4(6x250ml)":250:5.64:33.86:135.43:14220.36:6:24:2520:105:420:6:"DAIRY":"Cocoa Malt Beverage":118.8:4.95
8304410:"Cocoa                                                    4(6x62.5g)":"62.5g":11.17:67.03:268.13:51480.58:6:24:4608:192:768:1.5:"DAIRY":"Cocoa Malt Beverage":235.2:9.8
8304411:"Cocoa                                                     4(6x125g)":"125g":21.03:126.2:504.79:52498.37:6:24:2496:104:416:3:"DAIRY":"Cocoa Malt Beverage":442.8:18.45
8304405:"Cocoa                                                     2(6x250g)":"250g":38.13:228.8:457.6:47589.98:6:12:1248:104:208:3:"DAIRY":"Cocoa Malt Beverage":401.4:33.45
12056363:"Cocoa Powder                                                25kg":"25kg":2261.99:2261.99:1984.2:27778.8:1:1:14:14:14:25:"DAIRY":"Cocoa Malt Beverage":1984.2:1984.2
12071397:"MAGGI Chilli Sauce 4(6x250ml) ZA":"250ml":12.65:75.91:303.63:27630.11:6:24:2184:91:364:6.84:"FOOD":"Cold Sauces":266.34:11.1
12071385:"MAGGI Chilli Garlic Sauce 4(6x250ml) ZA":"250ml":12.65:75.91:303.63:27630.11:6:24:2184:91:364:6.828:"FOOD":"Cold Sauces":266.34:11.1
12071384:"MAGGI Sweet Chilli Sauce 4(6x250ml) ZA":"250ml":12.65:75.91:303.63:23682.95:6:24:1872:78:312:6.744:"FOOD":"Cold Sauces":266.34:11.1
12071387:"MAGGI Chilli Sauce SB 10x350ml ZA":"379g":16.25:162.45:162.45:18681.75:10:10:1150:115:115:3.79:"FOOD":"Cold Sauces":142.5:14.25
12071386:"MAGGI Sweet Chilli Sauce SB 10x350ml ZA":"379g":16.25:162.45:162.45:18681.75:10:10:1150:115:115:3.79:"FOOD":"Cold Sauces":142.5:14.25
12071388:"MAGGI Chilli Garlic Sauce SB 10x350ml ZA":"379g":16.25:162.45:162.45:18681.75:10:10:1150:115:115:3.79:"FOOD":"Cold Sauces":142.5:14.25
8305025:"MAGGI LAZENBY WSce Chilli 2(6x250ml) ZA":"250ml":10.43:62.59:125.17:15646.5:6:12:1500:125:250:3.312:"FOOD":"Seasoning":109.8:9.15
12037159:"MAGGI LAZENBY Garlic & Ginger 2(6x250ml) ZA":"250ml":10.43:62.59:125.17:15646.5:6:12:1500:125:250:3.312:"FOOD":"Seasoning":109.8:9.15
8305018:"MAGGI LAZENBY WSce 2(6x125ml) ZA":"125ml":7.13:42.75:85.5:19494:6:12:2736:228:456:1.656:"FOOD":"Seasoning":75:6.25
8305019:"MAGGI LAZENBY WSce 2(6x250ml) ZA":"250ml":10.43:62.59:125.17:15646.5:6:12:1500:125:250:3.312:"FOOD":"Seasoning":109.8:9.15
8305016:"MAGGI LAZENBY WSce 2(6x500ml) ZA":"500ml":17.61:105.68:211.36:15217.63:6:12:864:72:144:6.624:"FOOD":"Seasoning":185.4:15.45
12141775:"MAGGI STEW GRANULES Original 6(8x35g)":"35g":2.74:16.42:131.33:14183.42:6:48:5184:108:864:1.68:"FOOD":"Seasoning":115.2:2.4
12141776:"MAGGI STEW GRANULES Original 4(5x105g)":"105g":7.58:30.32:151.62:10006.92:4:20:1320:66:330:2.1:"FOOD":"Seasoning":133:6.65
12165793:"MAGGI Curry Stew Granules 6(8x30g) ZA":"30g":2.74:16.42:131.33:14183.42:6:48:5184:108:864:1.44:"FOOD":"Seasoning":115.2:2.4
12165794:"MAGGI LAZENBY Stew Granules 6(8x30g) ZA":"30g":2.74:16.42:131.33:14183.42:6:48:5184:108:864:1.44:"FOOD":"Seasoning":115.2:2.4
12190849:"MAGGI 2-MINUTE NOODLES Chicken 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190848:"MAGGI 2-MINUTE NOODLES Beef 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190950:"MAGGI 2-MINUTE NOODLES Cheese 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190939:"MAGGI 2-MINN Durban Curry 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190870:"MAGGI 2-MINUTE NOODLES Crsp Chkn40x73gZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190981:"MAGGI 2-MINUTE NOODLES Sk+Chops 40x73gZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190980:"MAGGI 2-MINUTE NOODLES Pizza 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190951:"MAGGI 2-MINUTE NOODLES Brwrs 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190957:"MAGGI 2-MINN Cape Chutney 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190956:"MAGGI 2-MINN Karoo Lamb 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12190938:"MAGGI 2-MINUTE NOODLES Biltong 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12187304:"MAGGI 2-MINN Chakalaka 40x73g ZA":"73g":2.85:114:114:10944:40:40:3840:96:96:2.92:"FOOD":"Pasta":100:2.5
12158090:"MAGGI 2-Minute Noodles Chckn MP 8(5x73g)":"365g":13.85:69.26:110.81:8864.64:5:8:640:80:128:1.344:"FOOD":"Pasta":97.2:12.15
12158079:"MAGGI 2-Minute Noodles Beef MP 8(5x73g)":"365g":13.85:69.26:110.81:8864.64:5:8:640:80:128:1.32:"FOOD":"Pasta":97.2:12.15
12158077:"MAGGI 2-Minute Noodles Cheese 8(5x73g)":"365g":13.85:69.26:110.81:8864.64:5:8:640:80:128:2.92:"FOOD":"Pasta":97.2:12.15
12221694:"MAGGI 2-MINN Chkn Fmly Pack 10(4x73g) ZA":"292g":9.98:39.9:99.75:9576:4:10:960:96:240:2.92:"FOOD":"Pasta":87.5:8.75
12221757:"MAGGI 2-MINN Beef Fmly Pack 10(4x73g) ZA":"292g":9.98:39.9:99.75:9576:4:10:960:96:240:2.92:"FOOD":"Pasta":87.5:8.75
12182878:"NESCAFE CLASSIC Dawn Jar 12x100g N1 ZA":"100g":34.31:411.77:411.77:52706.3:12:12:1536:128:128:1.2:"Beverages":"Coffee - PURE":361.2:30.1
12182879:"NESCAFE CLASSIC Dawn Jar 6x200g N1 ZA":"200g":54.95:329.69:329.69:43518.82:6:6:792:132:132:1.2:"Beverages":"Coffee - PURE":289.2:48.2
12182896:"NESCAFE CLASSIC DECAF Dawn 12x100g N1 ZA":"100g":41.21:494.53:494.53:63300.1:12:12:1536:128:128:1.2:"Beverages":"Coffee - PURE":433.8:36.15
12182895:"NESCAFE CLASSIC DECAF Dawn 6x200g N1 ZA":"200g":70.62:423.74:423.74:55933.42:6:6:792:132:132:1.2:"Beverages":"Coffee - PURE":371.7:61.95
12105258:"NESCAFE CLASSIC Flexibag 12x150g ZA":"150g":19.84:238.03:238.03:17852.4:12:12:900:75:75:1.8:"Beverages":"Coffee - PURE":208.8:17.4
12184571:"NESCAFE GOLD Jar 6x200g N2 ZA":"200g":79.97:479.83:479.83:57579.12:6:6:720:120:120:1.2:"Beverages":"Coffee - PURE":420.9:70.15
12184570:"NESCAFE GOLD Jar 12x100g N2 ZA":"100g":49.99:599.87:599.87:58787.06:12:12:1176:98:98:1.2:"Beverages":"Coffee - PURE":526.2:43.85
12184569:"NESCAFE GOLD Decaf Jar 6x200g N1 ZA":"200g":91.77:550.62:550.62:66074.4:6:6:720:120:120:1.2:"Beverages":"Coffee - PURE":483:80.5
12184568:"NESCAFE GOLD Decaf Jar 12x100g N1 ZA":"100g":55.23:662.8:662.8:64954.01:12:12:1176:98:98:1.2:"Beverages":"Coffee - PURE":581.4:48.45
12182876:"NESCAFE CALTRC Ergos Jar 12x100g N1 ZA":"100g":65.15:781.81:781.81:82090.26:12:12:1260:105:105:1.2:"Beverages":"Coffee - PURE":685.8:57.15
12182873:"NESCAFE GREEN BLEND Jar 12x100g N2 ZA":"100g":65.15:781.81:781.81:82090.26:12:12:1260:105:105:1.2:"Beverages":"Coffee - PURE":685.8:57.15
12182877:"NESCAFE CESPRS Ergos Jar 6x100g N1 ZA":"100g":65.15:390.91:390.91:76617.58:6:6:1176:196:196:0.6:"Beverages":"Coffee - PURE":342.9:57.15
